customer_id,churn,gender_Female,gender_Male,senior_citizen_0,senior_citizen_1,partner_No,partner_Yes,dependents_No,dependents_Yes,phone_service_No,phone_service_Yes,multiple_lines_No,multiple_lines_No phone service,multiple_lines_Yes,internet_service_DSL,internet_service_Fiber optic,internet_service_No,online_security_No,online_security_No internet service,online_security_Yes,online_backup_No,online_backup_No internet service,online_backup_Yes,device_protection_No,device_protection_No internet service,device_protection_Yes,tech_support_No,tech_support_No internet service,tech_support_Yes,streaming_tv_No,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No,streaming_movies_No internet service,streaming_movies_Yes,contract_Month-to-month,contract_One year,contract_Two year,paperless_billing_No,paperless_billing_Yes,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure,monthly_charges,total_charges
8220-OCUFY,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.09867315991688919,0.6765025830921999,0.12026750849243902
3995-WFCSM,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,1.4088534073065913,-1.509056568457203,-0.4407905908756245
1895-QTKDO,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1.6125732136881425,1.2582103420597215,2.323734184189424
2038-OEQZH,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,0.8384379494382472,-1.4924363467724167,-0.5176233879228435
1178-PZGAB,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,-1.1172721918246462,-1.504070501951767,-0.9634212620334511
7927-AUXBZ,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,1.5718292524118322,1.0205411719672768,1.9517469729900985
2626-VEEWG,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,0.7162060656093164,0.6432621397226272,0.8299175461062865
2878-RMWXY,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,0.9606698332671781,1.2764925859129865,1.5840613395755005
1657-DYMBM,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,-1.2395040756535771,-0.48525091267436476,-0.9591638029952331
7311-MQJCH,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,-1.2395040756535771,0.7895200905487467,-0.9282806804382114
7375-WMVMT,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,-0.3431369275747509,-0.33400689534280925,-0.4169885271334628
1136-XGEQU,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,0.5532302205040753,-1.4907743246039378,-0.626883463654935
2530-FMFXO,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1.5718292524118322,1.7102803718859096,2.7712968081604337
6844-DZKRF,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,-0.13941712119319946,-1.1168193366962453,-0.5987357033815353
4695-WJZUE,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,1.4903413298592119,-1.3411923294408608,-0.24931523102209022
7619-ODSGN,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,1.5718292524118322,0.6449241618911058,1.6207240179253364
5970-GHJAW,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,-1.2802480369298874,0.8809313098150715,-0.9670831179937835
8879-XUAHX,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,0.9606698332671781,0.6931228047769863,1.121123332445746
3689-MOZGR,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.9606698332671781,-1.449223770391972,-0.46088667991094356
4195-PNGZS,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,-1.2802480369298874,0.4886940780541142,-0.9722891300819673
5003-XZWWO,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,-0.18016108246950976,-1.304627841734331,-0.7107973195170139
3988-RQIXO,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,-0.5468567339563023,-1.4824642137615447,-0.8387416843961036
7622-FWGEW,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,1.368109446030281,-0.03151886067969793,0.8741245301093379
6922-NCEDI,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,-0.6283446565089229,-0.09467570308188596,-0.5349841146745405
2514-GINMM,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,0.797693988161937,-1.2979797530604165,-0.4135913836521905
9891-NQDBD,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,-0.5468567339563023,-0.21932736571778344,-0.5462123356613434
6131-IUNXN,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,0.1457906077409725,0.6997708934509005,0.3177650772445926
8548-AWOFC,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,-1.0357842692720256,0.17623391038013098,-0.8010863342497923
9798-DRYDS,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,1.6125732136881425,1.33300133964126,2.3180869846361407
8532-UEFWH,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,1.4088534073065913,1.545740177206525,2.2936451990695836
6296-DDOOR,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,0.06430268518835193,1.1651371006249178,0.4675923403926576
7951-VRDVK,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,1.0014137945434884,1.0122310611248837,1.3869828989151924
5931-FLJJF,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,-1.0357842692720256,0.7130670707987297,-0.7483423727970503
4815-YOSUK,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,-1.2802480369298874,1.196715521826012,-0.9628918370753307
2659-VXMWZ,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,-0.9950403079957154,-1.504070501951767,-0.936266173556527
0380-NEAVX,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,1.4903413298592119,1.3030849406086444,2.0935225649000833
3207-OYBWH,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,0.7162060656093164,1.3163811179564737,1.301326352565967
4285-GYRQC,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,-0.9135523854430948,-1.5057325241202457,-0.907721344564537
7216-EWTRS,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,-0.8320644628904743,-1.3145999747452028,-0.8861693368943869
4365-MSDYN,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,-0.7505765403378537,0.7147290929672082,-0.48634319664723147
7036-TYDEC,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,1.5310852911355222,-0.4968850678537152,0.47952646132362087
5802-ADBRC,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1.2866215234776603,1.4676251352880292,2.1300528870103883
8076-FEZKJ,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,1.368109446030281,0.8343946890976701,1.621606392855537
5197-YPYBZ,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,1.5718292524118322,0.5717951864780458,1.6396950789246498
8337-MSSXB,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,-0.506112772679992,0.8360567112661487,-0.2800880567128368
4312-GVYNH,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,1.6125732136881425,0.48370801154867815,1.5308982500309134
8495-LJDFO,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,1.5718292524118322,-0.024870772005783543,0.9748476283917382
0839-JTCUD,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,0.22727853029359305,1.2083496770053626,0.7382829096049524
5494-WOZRZ,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,-0.18016108246950976,0.8360567112661487,0.1509962154366756
1302-UHBDD,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,-0.6283446565089229,0.38731072577691766,-0.4632029141027202
2234-EOFPT,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,0.02355872391204165,-0.8542198340766214,-0.42984914174113686
8619-IJNDK,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,-0.38388088885106114,-1.0038018292396984,-0.6484795900715952
8378-LKJAF,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,1.0421577558197987,-1.504070501951767,-0.5181748722542189
8182-BJDSI,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,1.5310852911355222,1.3180431401249524,2.2350775630775175
2528-HFYZX,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,-1.1580161531009565,0.18953008772796023,-0.8775661813249308
1153-GNOLC,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.512486259227765,-1.477478147256109,-0.5974121409862344
3298-QEICA,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.9135523854430948,0.1729098660431739,-0.6808848093832129
0788-DXBFY,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0.1457906077409725,-1.5073945462887242,-0.6744875911392585
3597-YASZG,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,0.8791819107145575,0.16958582170621683,0.7058997496665897
3496-LFSZU,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.38388088885106114,-0.16946670066342445,-0.3834362204125843
5242-UOWHD,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,0.3495104141225239,0.45046756817910544,0.40937765437267165
2482-CZGBB,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,-1.1172721918246462,0.22110850892905437,-0.843418271526167
6479-SZPLM,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,-0.22090504374582004,-0.6298468413320059,-0.45746747705641616
8097-VBQTZ,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,-1.2802480369298874,1.0321753271466272,-0.9650757150275773
4500-HKANN,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,1.4088534073065913,-0.9672373415331684,0.11576739634841574
9917-KWRBE,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,1.6125732136881425,0.8227605339183194,1.837788250754689
3420-ZDBMA,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.9606698332671781,-1.3245721077560746,-0.35930326607159735
2212-LYASK,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0.4717422979514547,-1.327896152093032,-0.5601759189317683
1393-IMKZG,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1.368109446030281,1.196715521826012,1.9445114985624536
8069-RHUXK,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,0.06430268518835193,-0.013236616826432828,-0.08583321582917058
3398-GCPMU,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1.4903413298592119,1.3479595391575674,2.1871204856211137
2908-WGAXL,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,-1.2802480369298874,1.251562253385807,-0.9621638777579152
3378-AJRAO,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,0.3087664528462136,-1.5007464576148097,-0.64106764065791
1013-QCWAM,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,-0.09867315991688919,-0.34397902835368094,-0.30644900775258027
0866-QLSIR,True,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,-0.8728084241667845,0.18953008772796023,-0.6414867687497553
6050-FFXES,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,-0.7098325790615434,-1.485788258098502,-0.8739263847378533
7181-BQYBV,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,-0.8728084241667845,0.15130357785295148,-0.6931277615397465
0362-RAOQO,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,1.2866215234776603,-1.495760391109374,-0.4176503083311133
9554-DFKIC,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,1.6125732136881425,0.3191678168692938,1.357732169979042
5527-ACHSO,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,1.6125732136881425,0.9391020857118237,1.964056103266397
0829-DDVLK,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,-1.2802480369298874,-0.4520104693047921,-0.9847747353443062
1399-UBQIU,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,-0.7098325790615434,0.02665191521705399,-0.5617641938061294
1813-JLKWR,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,1.1236456783724194,0.5235965435921655,1.131094169157013
0336-PIKEI,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,0.9606698332671781,-0.4021498042504331,0.3248902548059624
7322-OCWHC,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,-0.9950403079957154,-1.4608579255713225,-0.9360455798239768
9537-VHDTA,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-1.1987601143772668,0.5086383440758576,-0.9113832005248695
4957-TIALW,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.6754621043330061,-0.4204320481036982,0.1325545793954826
2054-PJOCK,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,-1.2395040756535771,0.5119623884128152,-0.9429281042795417
9150-HEPMB,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,-1.076528230548336,1.1086283468966447,-0.7570117064862713
9030-QGZNL,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,1.5310852911355222,1.6670677955054654,2.3947433066973196
6204-IEUXJ,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.8320644628904743,1.60058690876632,-0.3964291912597884
3126-WQMGH,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.797693988161937,1.3180431401249524,1.4108952595236293
4529-CKBCL,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,1.6125732136881425,1.6238552191250208,2.5769316704104916
2506-CLAKW,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,0.3087664528462136,-1.4691680364137156,-0.6423691436799559
7176-WRTNX,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,-1.2802480369298874,0.2028262650757895,-0.9760833422818299
1583-IHQZE,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,-1.1987601143772668,0.7330113368204731,-0.9098831631435286
5732-IKGQH,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,0.3087664528462136,0.8892414206574647,0.6133827382350547
9239-GZHZE,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,-1.2802480369298874,-0.4968850678537152,-0.9853703384221915
7205-BAIAD,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,-0.09867315991688919,-1.495760391109374,-0.7529527818073485
0151-ONTOV,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.38388088885106114,1.1651371006249178,0.021176803830909554
4140-MUHUG,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,-1.2802480369298874,0.3224918612062509,-0.9744950674074688
0093-EXYQL,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,0.4717422979514547,1.3080710071140806,0.976060893920764
8064-RAVOH,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,1.3273654847539706,1.4742732239619438,2.0550068991968256
0219-QAERP,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,-1.0357842692720256,-0.5517317994135101,-0.8572053798105517
0320-JDNQG,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1.6125732136881425,-1.3195860412506386,-0.217682089774398
7180-PISOG,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.9950403079957154,1.17510923363579,-0.6065226621405558
9168-INPSZ,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,-0.6690886177852331,0.013355737869225209,-0.5470505918450341
3571-RFHAR,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1.368109446030281,1.1535029454455674,2.002483531476634
